keyword,betweenness_co,betweenness_vote_count,betweenness_vote_average,betweenness_revenue
mistaken identity,5711.594047619049,111.33333333333333,2597.1666666666674,2063.833333333333
new jersey,5707.749999999997,86.5,1580.1250000000002,5610.0
wolf,5706.3166666666675,113.0,8940.57619047619,5668.5
sex,5703.45,15313.166666666666,2749.1666666666665,6296.333333333334
terminal illness,5695.613095238096,5570.5,11282.280952380948,5597.5
identity,5690.85,77.5,10335.254761904765,3935.0
sniper,5685.468650793649,8892.249999999998,5562.598809523809,5637.999999999999
rescue mission,5677.02619047619,148.0,1335.6666666666667,5608.0
santa claus,5676.6,5536.883333333333,976.7333333333331,5627.3
quest,5664.767857142857,355.5,5516.947086247094,5671.833333333334
professor,5662.8,275.0,6879.666666666668,5484.333333333333
trapped,5659.900000000001,106.0,1012.0,5570.5
death game,5657.3166666666675,5537.000000000001,493.6000000000002,5684.333333333333
valentine's day,5656.859004884003,497.66666666666663,5403.566666666664,5663.5
based on toy,5655.333333333334,167.5,2994.9333333333334,5185.5
novelist,5655.166666666665,35.0,1043.0,5472.5
village,5653.369047619048,32.5,13677.67958152959,5507.0
trial,5647.95,5599.333333333333,2068.4523809523807,5610.5
folk horror,5630.316666666665,82.33333333333331,1371.6666666666667,213.0
anthology,5626.950000000002,11100.5,1103.25,5572.5
emperor,5621.8428571428585,5438.0,6161.799999999998,5569.0
bear,5619.392857142857,9371.5,758.4,5634.25
cuba,5611.0428571428565,10853.0,733.5833333333333,5579.0
christian faith,5610.625,7.0,1709.0333333333335,5563.666666666667
nun,5609.933333333335,4849.833333333334,349.3333333333332,5621.166666666667
road movie,5607.583333333335,261.33333333333326,7605.166666666666,5577.5
complex,5606.249199411701,6738.2174910873455,42251.406852624496,559.128787878788
scathing,5605.078643578644,5592.809523809524,593.5034006026655,5572.666666666667
mission,5604.742857142858,32065.866666666672,39677.059477347524,5766.0
rock band,5601.750000000001,1335.5,5418.250000000006,5812.5
knife,5592.352380952381,5446.0,406.4333333333334,5571.5
farcical,5589.4,8477.25,861.7333333333333,5960.583333333334
illegal immigration,5588.166666666676,469.5,706.5,5408.0
domestic abuse,5587.116666666668,8.5,2243.4999999999995,5543.333333333334
partner,5584.856349206349,5634.500000000001,3475.633333333332,5568.166666666667
norway,5582.283333333333,80.0,2149.4166666666665,5493.0
russia,5577.494047619048,5639.150000000001,525.6809523809524,5592.500000000001
celebrity,5577.299999999999,66.75,703.1666666666667,5555.0
magical creature,5577.169047619046,5582.9000000000015,1636.0119047619053,5570.466666666668
urban gothic,5575.383333333334,1824.0,1640.3166666666666,10972.5
queen,5575.066666666667,10813.5,1356.4500000000003,5575.0
nature,5573.900000000001,148.5,3087.199999999999,4852.5
memory,5570.278968253968,12392.083333333336,17623.268925518918,5236.5
historical,5568.0,43.0,15162.72380952381,5552.5
feminism,5565.116666666667,48.21666666666667,767.8666666666667,5504.5
irreverent,5562.95,3786.5,781.6666666666665,5289.416666666667
cinepanettone,5562.25,5557.0,5559.0,5558.0
honor,5561.433333333333,5552.5,12825.648809523764,5539.666666666666
neo-western,5561.216666666668,29.166666666666664,2403.873809523808,5475.833333333334
exploitation,5561.086904761905,20.035714285714285,2294.9333333333334,5525.309523809524
fairy,5558.366666666667,518.5833333333333,1023.1666666666666,11053.083333333332
illusion,5558.033333333335,4919.5,5112.266666666666,5525.0
michigan,5557.200000000001,5238.5,1425.6279761904766,5547.5
gorilla,5555.831788517723,5449.720325546487,574.9009426904444,5589.886992213155
snake,5554.083333333332,4.5,468.852380952381,5536.5
new york,5550.533333333333,19.0,210.0,5544.0
kgb,5549.166666666667,4.0,63.5,5555.0
vigilante justice,5545.291666666667,4928.583333333334,474.66666666666663,5522.0
evangelical christianity,5543.0,5557.0,9.333333333333334,5546.0
ufo,5537.0,5552.333333333333,170.5833333333333,5536.0
riot,5535.5,2.0,979.1666666666666,14.0
biographical,5534.000000000001,0.5,93.0,5513.0
beauty,5531.483333333334,103.0,1145.75,5369.0
erotic thriller,5530.583333333333,22.0,2343.25,3235.0
human animal relationship,5529.666666666668,10.5,959.5000000000001,5499.0
girls' school,5527.944444444445,33.0,27.0,5528.0
bow and arrow,5527.166666666667,67.33333333333334,1657.4166666666674,5475.0
sorcery,5524.0,2.0,77.58333333333333,6.0
afghanistan,5523.75,3.5,925.5,5521.0
boxing trainer,5516.866666666667,121.0,731.4333333333329,5450.0
dormitory,5501.916666666667,39.5,853.3333333333333,5042.0
summer vacation,5497.25,0.0,42.0,2800.0
austria,5495.383333333337,13668.0,1106.884477124183,5762.5
portal,5494.5,6.0,1466.3416666666665,5510.0
vatican (holy see),5441.75,5917.5,622.3333333333333,5419.0
cold war,5402.233333333334,74.75,4652.249999999999,5024.5
court,5397.500000000001,76.5,1101.1666666666665,115.5
palace,5366.999999999999,69.0,1351.511263736264,267.0
inter-korean relations,5362.083333333333,0.0,1906.0,205.0
camping,5346.566666666666,240.0,1573.4166666666663,5374.5
panic,5312.341666666666,397.41666666666663,852.3333333333334,101.66666666666666
global warming,5274.319985569978,17.0,460.41666666666674,29.0
cannabis,5243.509523809524,596.5,177.8,5289.7
pianist,5215.75757575757,5694.0,24767.125000000004,3092.5
japanese occupation of korea,5185.333333333331,5554.0,8245.8,5210.0
tragedy,5155.3035714285725,1512.0833333333335,55788.658089133045,1360.8333333333333
jungle,5132.200000000001,8340.5,694.3333333333334,5524.0
shocking,5044.516666666668,2635.833333333334,48416.516666666656,9243.583333333332
great wall of china,4984.666666666667,33.0,98.5,5428.0
women's prison,4940.183333333334,56.5,344.0,208.5
sarcastic,4929.042857142858,362.2261904761904,1106.0203224347404,5569.97619047619
louisiana,4834.769047619044,59.333333333333336,1318.5000000000002,5359.933333333334
cars,4833.333333333333,10892.000000000002,118.44999999999997,5227.0
extramarital affair,4820.001190476192,21.0,4331.7849206349165,85.53333333333333
west virginia,4787.583333333334,2.0,349.8333333333333,301.0
internet,4734.550000000002,5553.0,560.0,5521.0
ice age,4609.577777777772,33.0,103.91666666666669,9561.0
empathetic,4592.8877371166855,1027.2103696741856,14478.02680833553,836.1300125313284
philosophical,4587.4009022410355,14953.150824420676,13491.407168246458,7028.948232323233
evil child,4581.202380952381,440.5833333333335,1281.75,4590.916666666668
drug trafficking,4376.666666666667,59.5,6056.466666666675,4528.5
mountain climbing,4354.030952380933,15.5,566.5,117.0
joseon dynasty (1392–1910),4319.142857142857,4.0,138.0,138.0
disheartening,4304.32222222222,12998.53333333333,2000.587527586792,6236.883333333333
prison warden,4240.304761904762,8.0,10.333333333333334,377.0
illness,4150.55915750916,28.5,2077.4333333333343,4169.0
secret organization,4024.833333333333,1417.5,2866.4666666666667,4434.0
nostalgic,3966.4380952380952,21644.0,26961.889081483518,7111.892857142856
new zealand,3962.999999999988,5557.0,514.5,5562.0
sympathetic,3673.115185691501,1668.6808369520054,13109.560756831943,3847.0683242196396
hacking,3647.3071428571725,85.5,697.1666666666666,111.5
pilot,3643.7166666666667,5755.666666666666,2422.75,6220.333333333332
adventure,3636.3146825396825,162.66666666666666,12834.723809523799,2627.9999999999995
melodramatic,3616.5726190476194,534.6166666666667,20140.057425158306,4715.226190476191
restaurant,3397.2857142857156,6472.833333333334,5774.971428571428,5718.433333333334
firefighter,3349.7190476190494,48.0,687.0,659.3333333333333
around the world,3341.8878394996837,12.0,2299.5,2350.0
climbing,3283.3095238095016,5564.0,162.08333333333334,572.0
black cinema,3074.5210317460314,0.0,219.39166666666665,644.3333333333333
cancer,3059.1595238095238,243.5,15889.450000000003,210.0
u.s. navy,2976.944444444437,27.0,1499.0,3948.0
egypt,2930.3999999999996,155.33333333333334,310.6666666666667,508.0
intimacy,2890.669047619048,0.0,265.0,1.0
mythology,2839.2666666666664,44.666666666666664,1579.3333333333328,551.1666666666666
based on play or musical,2765.8198412698407,590.3833333333334,24198.704365079368,6798.533333333333
fire,2743.4492424242403,5680.348484848486,5005.590909090911,5224.848484848485
hungary,2708.0178571428564,13.233333333333333,318.8833333333333,2535.033333333333
los angeles,2660.078174603175,3117.3500000000004,57142.91308691305,1839.6666666666663
cheerful,2649.1694444444443,937.3166666666665,25871.19352275458,10181.644047619051
plantation,2642.583333333333,14.25,677.9214285714285,3.5
food,2592.4134920634915,68.33333333333333,320.02142857142866,21.433333333333334
supernatural creature,2582.057323232322,8.0,122.5,12.5
london,2543.2329476079462,5814.027777777776,48740.47966200459,1812.1666666666665
held captive,2475.385028860029,127.83333333333334,1300.3333333333333,92.5
submarine,2439.957575757576,5574.0,1662.0,5434.0
united nations,2394.021428571428,5573.0,1579.9999999999995,65.5
iraq,2372.2411255411234,5490.833333333334,686.4333333333335,3907.0
civil war,2345.853571428571,6.0,1159.3333333333335,37.5
1900s,2342.182142857143,24.5,1817.7333333333331,32.5
coffin,2313.2773809523787,5558.0,782.0,923.0
gambling,2310.8269841269807,73.0,1091.3333333333335,135.0
14th century,2307.1535714285696,1.0,129.0,31.0
religious cult,2279.407142857141,22.0,211.83333333333331,397.0
marital separation,2252.539285714287,7.0,566.0464285714287,4598.5
ancient rome,2056.666666666672,5.0,805.3166666666662,37.5
blackmail,1945.8833333333332,175.0,5087.366666666666,10059.25
teenager,1932.35992063492,3137.233333333334,24768.40714285713,1083.0
virtual reality,1813.638924963924,4247.75,6342.963944285862,6035.999999999999
vigilante,1781.740873015873,63083.66666666667,10923.405802530815,4410.819047619048
horror for children,1772.2666666666655,8.0,6.5,6.333333333333333
psychological horror,1754.8853535353605,146.33333333333334,1894.6142857142863,819.9595238095237
jealousy,1646.5107142857144,33305.416666666664,26641.011904761916,10586.5
single mother,1638.4424603174605,804.9999999999999,21912.24999999999,1439.916666666667
frightened,1608.878968253968,13656.142857142855,21079.886904761894,3105.059523809523
pacifism,1546.9578326533276,54.099999999999994,2816.733288025372,334.1
balance,1433.990191825727,3.0,1204.4999999999998,1403.9999999999998
prequel,1423.8111111111107,701.1666666666665,10014.559126984124,748.8333333333333
whodunit,1421.5928571428572,20374.916666666668,13536.24841269841,1083.1166666666668
angry,1377.4214646464643,783.4785714285713,30970.143332484502,949.2690476190473
flood,1374.8454545454545,5614.5,3209.75,381.0
slice of life,1353.4500000000003,17.5,6954.705555555557,377.5
inheritance,1257.4833333333709,5501.0,164.5,5067.5
post-traumatic stress disorder (ptsd),1236.7761904761905,39.5,2214.666666666667,49.5
god,1209.5666666666664,3347.0,8708.869047619044,740.5
obsession,1202.7925536881423,52065.69583333334,51163.14924544982,4337.595833333333
disaster movie,1196.0834054834054,10019.533333333333,420.7833333333333,2242.666666666667
climate change,1173.8201298701301,5561.0,1750.0833333333335,5670.0
brother sister relationship,1162.8607142857143,442.91666666666674,16455.02142857143,525.7595238095239
enchant,1068.592945431761,274.76215538847123,12642.698963947178,2005.9804093567259
new orleans,1058.3857142857132,23.333333333333332,876.8333333333333,421.93333333333334
possessed doll,998.4807359307348,6.0,64.29365079365078,456.83333333333326
joyful,989.8242063492061,7559.466666666669,16837.1,699.9
blonde,986.920634920635,313.0,1109.2,871.0
police chase,985.6158730158727,1631.0666666666662,4401.277380952381,1099.4750000000001
callous,982.2203463203463,358.95952380952383,7242.833815041173,457.0595238095238
clairvoyant,971.7353535353504,10.000000000000002,124.0,12.0
exuberant,961.7159885436199,985.0907268170425,17061.24832724726,1343.6565998329154
dragon,957.0202380952383,14028.208333333334,5698.436292083871,5689.483333333334
melancholy,945.6142949156106,6553.206852358168,33771.59596041046,10708.039752791065
ballet,937.9008380508354,5675.25,1857.683333333333,532.6666666666666
1910s,913.2714285714285,5310.0,2713.166666666667,8655.5
cynical,912.4095238095236,6486.2619047619055,14625.730952380954,528.452380952381
blindness and impaired vision,905.9999999999994,9.0,1217.8333333333333,558.5
espionage,878.9428571428571,173.16666666666666,3838.6666666666656,379.6666666666667
illinois,865.5456349206347,428.5,5590.0363095238135,763.2916666666666
colorado,832.3189699189687,8380.0,928.9552308802308,251.0
live action remake,808.4130952380954,1834.833333333333,6012.433333333334,1131.6666666666667
sunset,794.7053020079321,11095.0,8520.0,1805.0
summer,778.6000000000001,5951.166666666667,17640.299999999996,732.5
rescue,769.1071428571425,16568.75,50475.17157287153,821.1666666666667
island,733.020238095238,6395.916666666667,20759.56626984128,468.5
celebratory,697.4780034293191,1895.5716791979949,11441.614733727123,1229.8728696741855
body horror,682.6547619047619,270.70000000000005,5893.2619047619055,466.5166666666667
east asian lead,664.3166666666666,6415.5,1628.7166666666665,2192.7
nurse,661.7595238095238,5333.666666666667,4437.999999999999,412.6666666666667
fear,625.1480158730158,962.5476190476192,3588.164285714286,217.2380952380952
